08201,"310  ","3100000","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｲｶﾆｹｲｻｲｶﾞﾅｲﾊﾞｱｲ","茨城県","水戸市","以下に掲載がない場合",0,0,0,0,0,0
08201,"310  ","3100004","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｱｵﾔｷﾞﾁﾖｳ","茨城県","水戸市","青柳町",0,0,0,0,0,0
08201,"31903","3190314","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｱｶｵｾｷﾁﾖｳ","茨城県","水戸市","赤尾関町",0,0,0,0,0,0
08201,"31141","3114141","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｱｶﾂｶ","茨城県","水戸市","赤塚",0,0,1,0,0,0
08201,"31111","3111122","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｱｷﾅﾘﾁﾖｳ","茨城県","水戸市","秋成町",0,0,0,0,0,0
08201,"310  ","3100822","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｱｸﾂｵｵﾉ","茨城県","水戸市","圷大野",0,0,0,0,0,0
08201,"310  ","3100046","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｱｹﾎﾞﾉﾁﾖｳ","茨城県","水戸市","曙町",0,0,0,0,0,0
08201,"310  ","3100831","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｱｻﾋﾁﾖｳ","茨城県","水戸市","朝日町",0,0,0,0,0,0
08201,"310  ","3100054","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｱﾀｺﾞﾁﾖｳ","茨城県","水戸市","愛宕町",0,0,0,0,0,0
08201,"31141","3114165","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｱﾎﾞﾂｹﾁﾖｳ","茨城県","水戸市","木葉下町",0,0,0,0,0,0
08201,"31903","3190304","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｱﾘｶﾞﾁﾖｳ","茨城県","水戸市","有賀町",0,0,0,0,0,0
08201,"31141","3114155","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｲｲｼﾞﾏﾁﾖｳ","茨城県","水戸市","飯島町",0,0,0,0,0,0
08201,"31142","3114206","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｲｲﾄﾐﾁﾖｳ","茨城県","水戸市","飯富町",0,0,0,0,0,0
08201,"310  ","3100905","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｲｼｶﾜ","茨城県","水戸市","石川",0,0,1,0,0,0
08201,"310  ","3100904","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｲｼｶﾜﾁﾖｳ","茨城県","水戸市","石川町",0,0,0,0,0,0
08201,"310  ","3100026","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｲｽﾞﾐﾁﾖｳ","茨城県","水戸市","泉町",0,0,1,0,0,0
08201,"31142","3114202","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｲﾜﾈﾁﾖｳ","茨城県","水戸市","岩根町",0,0,0,0,0,0
08201,"31903","3190311","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｳｼﾌﾞｼﾁﾖｳ","茨城県","水戸市","牛伏町",0,0,0,0,0,0
08201,"31903","3190317","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｳﾁﾊﾗ","茨城県","水戸市","内原",0,0,1,0,0,0
08201,"31903","3190315","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｳﾁﾊﾗﾁﾖｳ","茨城県","水戸市","内原町",0,0,0,0,0,0
08201,"31111","3111115","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｵｵｸｼﾁﾖｳ","茨城県","水戸市","大串町",0,0,0,0,0,0
08201,"31903","3190312","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｵｵﾀﾞﾗﾁﾖｳ","茨城県","水戸市","大足町",0,0,0,0,0,0
08201,"31141","3114143","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｵｵﾂｶﾁﾖｳ","茨城県","水戸市","大塚町",0,0,0,0,0,0
08201,"31111","3111125","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｵｵﾊﾞﾁﾖｳ","茨城県","水戸市","大場町",0,0,0,0,0,0
08201,"310  ","3100062","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｵｵﾏﾁ","茨城県","水戸市","大町",0,0,1,0,0,0
08201,"31903","3190307","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｵﾊﾞﾗﾁﾖｳ","茨城県","水戸市","小原町",0,0,0,0,0,0
08201,"31141","3114163","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｶｸﾗｲﾁﾖｳ","茨城県","水戸市","加倉井町",0,0,0,0,0,0
08201,"310  ","3100852","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｶｻﾊﾗﾁﾖｳ","茨城県","水戸市","笠原町",0,0,0,0,0,0
08201,"31141","3114162","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｶﾅﾔﾁﾖｳ","茨城県","水戸市","金谷町",0,0,0,0,0,0
08201,"310  ","3100066","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｶﾈﾏﾁ","茨城県","水戸市","金町",0,0,1,0,0,0
08201,"310  ","3100001","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｶﾐｶﾞﾁﾁﾖｳ","茨城県","水戸市","上河内町",0,0,0,0,0,0
08201,"31142","3114203","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｶﾐｸﾆｲﾁﾖｳ","茨城県","水戸市","上国井町",0,0,0,0,0,0
08201,"310  ","3100041","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｶﾐﾐﾄ","茨城県","水戸市","上水戸",0,0,1,0,0,0
08201,"31141","3114154","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｶﾔﾊﾞﾁﾖｳ","茨城県","水戸市","萱場町",0,0,0,0,0,0
08201,"31111","3111112","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｶﾜﾏﾀﾁﾖｳ","茨城県","水戸市","川又町",0,0,0,0,0,0
08201,"310  ","3100814","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｶﾜﾗﾔ","茨城県","水戸市","瓦谷",0,0,0,0,0,0
08201,"31141","3114152","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｶﾜﾜﾀﾞ","茨城県","水戸市","河和田",0,0,1,0,0,0
08201,"31141","3114153","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｶﾜﾜﾀﾞﾁﾖｳ","茨城県","水戸市","河和田町",0,0,0,0,0,0
08201,"310  ","3100061","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｷﾀﾐﾁﾖｳ","茨城県","水戸市","北見町",0,0,0,0,0,0
08201,"31111","3111133","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｸﾘｻｷﾁﾖｳ","茨城県","水戸市","栗崎町",0,0,0,0,0,0
08201,"31903","3190303","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｸﾛｲｿﾁﾖｳ","茨城県","水戸市","黒磯町",0,0,0,0,0,0
08201,"310  ","3100842","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｹﾔｷﾀﾞｲ","茨城県","水戸市","けやき台",0,0,1,0,0,0
08201,"31111","3111111","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｺｲｽﾞﾐﾁﾖｳ","茨城県","水戸市","小泉町",0,0,0,0,0,0
08201,"31903","3190323","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｺｲﾌﾞﾁﾁﾖｳ","茨城県","水戸市","鯉淵町",0,0,0,0,0,0
08201,"310  ","3100063","ｲﾊﾞﾗｷｹﾝ","ﾐﾄｼ","ｺﾞｹﾝﾁﾖｳ","茨城県","水戸市","五軒町",0,0,1,0,0,0
